id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,dist_stop,ncult
5608010650,20150408.0,965000.0,4.0,2.5,3420.0,9575.0,2.0,0.0,0.0,3.0,11.0,3420.0,0.0,1994.0,0.0,98027.0,47.5527,-122.095,3310.0,8192.0,1132.0,0.0
8651611170,20150213.0,868700.0,3.0,4.25,3840.0,6161.0,2.0,0.0,0.0,3.0,10.0,3840.0,0.0,2000.0,0.0,98074.0,47.6336,-122.064,3230.0,7709.0,1255.0,0.0
6795100563,20140701.0,595000.0,4.0,2.5,1820.0,20011.0,2.0,0.0,0.0,3.0,8.0,1820.0,0.0,1987.0,0.0,98075.0,47.5842,-122.045,2710.0,33915.0,813.0,0.0
1432900030,20141121.0,225000.0,3.0,1.0,1410.0,7700.0,1.0,0.0,0.0,3.0,7.0,980.0,430.0,1962.0,0.0,98058.0,47.4577,-122.171,1510.0,7700.0,210.0,0.0
3211270160,20140612.0,485000.0,4.0,2.5,2470.0,35073.0,2.0,0.0,0.0,3.0,9.0,2470.0,0.0,1989.0,0.0,98092.0,47.3064,-122.108,2990.0,35259.0,5548.0,0.0
3630200640,20141030.0,759990.0,4.0,2.5,2540.0,5760.0,2.0,0.0,0.0,3.0,9.0,2540.0,0.0,2009.0,0.0,98029.0,47.5405,-121.993,2580.0,3600.0,1591.0,1.0
5419000050,20140917.0,338500.0,4.0,2.5,2717.0,4513.0,2.0,0.0,0.0,3.0,8.0,2717.0,0.0,2005.0,0.0,98001.0,47.3373,-122.266,2550.0,4841.0,1212.0,0.0
4475000180,20141203.0,325000.0,3.0,2.0,1570.0,5600.0,1.0,0.0,0.0,3.0,8.0,1570.0,0.0,1999.0,0.0,98058.0,47.4286,-122.185,2010.0,5600.0,1298.0,0.0
2767600920,20141027.0,465000.0,2.0,1.0,730.0,2600.0,1.0,0.0,0.0,4.0,6.0,730.0,0.0,1918.0,0.0,98107.0,47.6751,-122.379,1480.0,3900.0,245.0,19.0
5154200015,20150414.0,1705000.0,3.0,3.0,2490.0,27702.0,2.0,1.0,4.0,3.0,10.0,2490.0,0.0,2000.0,0.0,98116.0,47.5596,-122.403,2580.0,12119.0,190.0,0.0
7300410110,20140519.0,390000.0,4.0,2.5,2490.0,8290.0,2.0,0.0,0.0,3.0,9.0,2490.0,0.0,1999.0,0.0,98092.0,47.3305,-122.171,2690.0,7008.0,573.0,0.0
251500080,20140826.0,3204000.0,4.0,4.0,4810.0,18851.0,2.0,0.0,3.0,3.0,11.0,4810.0,0.0,2007.0,0.0,98004.0,47.6364,-122.214,3970.0,19929.0,360.0,1.0
5113000420,20150320.0,420000.0,4.0,2.75,2400.0,20000.0,1.0,0.0,0.0,3.0,8.0,1170.0,1230.0,1961.0,2015.0,98058.0,47.4556,-122.087,1690.0,20000.0,1676.0,0.0
9412200730,20150224.0,369300.0,3.0,1.5,1480.0,21320.0,1.0,0.0,0.0,4.0,7.0,1480.0,0.0,1967.0,0.0,98027.0,47.5234,-122.043,1850.0,17825.0,707.0,0.0
3537900180,20141020.0,700000.0,2.0,1.0,1300.0,12000.0,1.0,0.0,0.0,4.0,8.0,1300.0,0.0,1959.0,0.0,98004.0,47.6366,-122.229,2420.0,15000.0,438.0,0.0
3303900090,20141023.0,898000.0,3.0,2.25,2650.0,12845.0,1.0,0.0,3.0,3.0,9.0,1770.0,880.0,1977.0,0.0,98034.0,47.7209,-122.256,2650.0,12902.0,2009.0,0.0
6117500980,20140818.0,449000.0,4.0,2.75,2090.0,14141.0,1.5,0.0,0.0,4.0,8.0,1680.0,410.0,1941.0,0.0,98166.0,47.4333,-122.347,1990.0,12920.0,1200.0,0.0
2206900065,20150501.0,380000.0,3.0,1.5,1430.0,11173.0,1.0,0.0,0.0,1.0,7.0,1430.0,0.0,1955.0,0.0,98006.0,47.5734,-122.153,1520.0,11659.0,79.0,0.0
1774000170,20150105.0,419950.0,4.0,1.75,1870.0,16549.0,1.0,0.0,0.0,3.0,8.0,1870.0,0.0,1969.0,0.0,98072.0,47.7482,-122.083,1870.0,10804.0,109.0,1.0
7899800857,20141215.0,256950.0,2.0,2.0,1070.0,635.0,2.0,0.0,0.0,3.0,9.0,720.0,350.0,2008.0,0.0,98106.0,47.5212,-122.357,1070.0,928.0,133.0,0.0
9834200030,20150414.0,530000.0,3.0,1.5,1240.0,4080.0,1.5,0.0,0.0,3.0,8.0,1240.0,0.0,1914.0,0.0,98144.0,47.5745,-122.291,1420.0,4080.0,340.0,4.0
2218000390,20140612.0,580000.0,5.0,2.0,2060.0,6000.0,2.0,0.0,0.0,3.0,7.0,2060.0,0.0,1903.0,0.0,98105.0,47.6685,-122.305,1770.0,5000.0,96.0,20.0
1152600220,20140623.0,831500.0,5.0,2.5,4470.0,35124.0,2.5,0.0,0.0,3.0,11.0,4470.0,0.0,1984.0,0.0,98072.0,47.7377,-122.084,4050.0,34118.0,338.0,1.0
6163901772,20140918.0,535000.0,3.0,1.75,2020.0,10031.0,1.0,0.0,0.0,5.0,7.0,1370.0,650.0,1952.0,0.0,98155.0,47.7487,-122.319,1500.0,8456.0,436.0,1.0
2856101479,20140701.0,276000.0,1.0,0.75,370.0,1801.0,1.0,0.0,0.0,5.0,5.0,370.0,0.0,1923.0,0.0,98117.0,47.6778,-122.389,1340.0,5000.0,202.0,8.0
5422950020,20140630.0,345000.0,4.0,2.5,2280.0,5000.0,2.0,0.0,0.0,3.0,7.0,2280.0,0.0,2006.0,0.0,98038.0,47.3593,-122.037,2910.0,5000.0,185.0,0.0
5145000190,20141103.0,369950.0,3.0,1.0,1110.0,7603.0,1.0,0.0,0.0,3.0,7.0,1110.0,0.0,1967.0,0.0,98034.0,47.7262,-122.224,1260.0,8094.0,497.0,0.0
6433000050,20140821.0,350000.0,4.0,1.75,2740.0,10086.0,1.0,0.0,0.0,3.0,7.0,1440.0,1300.0,1972.0,0.0,98168.0,47.5112,-122.329,1710.0,9840.0,1052.0,0.0
625049286,20140815.0,640000.0,3.0,1.0,1530.0,4944.0,1.0,0.0,0.0,3.0,7.0,1530.0,0.0,1950.0,0.0,98103.0,47.6857,-122.341,1500.0,4944.0,352.0,2.0
9165100230,20141222.0,575000.0,3.0,2.0,2150.0,3880.0,1.0,0.0,0.0,3.0,8.0,1080.0,1070.0,1951.0,0.0,98117.0,47.6814,-122.392,2130.0,4000.0,445.0,6.0
4322300010,20140606.0,294700.0,3.0,2.0,1970.0,9600.0,1.0,0.0,0.0,4.0,7.0,1300.0,670.0,1967.0,0.0,98003.0,47.2824,-122.301,1710.0,7703.0,1968.0,0.0
2537500040,20150304.0,763000.0,4.0,2.5,3220.0,7873.0,2.0,0.0,0.0,3.0,10.0,3220.0,0.0,1994.0,0.0,98075.0,47.5849,-122.03,2610.0,8023.0,471.0,2.0
23520380,20140909.0,539000.0,3.0,1.75,1790.0,9860.0,1.0,0.0,0.0,4.0,7.0,1410.0,380.0,1978.0,0.0,98052.0,47.6989,-122.12,1820.0,9555.0,560.0,0.0
1796250140,20150310.0,399950.0,3.0,2.5,2000.0,30605.0,2.0,0.0,0.0,4.0,8.0,2000.0,0.0,1989.0,0.0,98042.0,47.3442,-122.062,1930.0,35350.0,1553.0,0.0
9476200290,20141017.0,190000.0,3.0,1.0,1260.0,10900.0,1.0,0.0,0.0,4.0,6.0,1260.0,0.0,1943.0,0.0,98056.0,47.49100000000001,-122.188,1090.0,8137.0,202.0,0.0
1238501184,20140708.0,999000.0,4.0,2.5,3130.0,10849.0,2.0,0.0,0.0,3.0,10.0,3130.0,0.0,2013.0,0.0,98033.0,47.6828,-122.186,2470.0,9131.0,253.0,3.0
2919702040,20140612.0,599000.0,5.0,2.75,2820.0,4608.0,1.0,0.0,0.0,3.0,7.0,1450.0,1370.0,1967.0,0.0,98117.0,47.6886,-122.361,1620.0,3840.0,227.0,32.0
6848200018,20140528.0,840000.0,4.0,2.75,3040.0,2800.0,2.0,0.0,0.0,3.0,9.0,2100.0,940.0,1906.0,2014.0,98102.0,47.6245,-122.327,1260.0,2178.0,148.0,24.0
3959400645,20150107.0,605000.0,5.0,3.0,3670.0,9600.0,1.0,0.0,1.0,3.0,8.0,1980.0,1690.0,1955.0,0.0,98108.0,47.5648,-122.316,1730.0,4933.0,243.0,1.0
7942100290,20140910.0,199000.0,3.0,1.75,1050.0,9871.0,1.0,0.0,0.0,5.0,7.0,1050.0,0.0,1968.0,0.0,98042.0,47.3816,-122.087,1300.0,10794.0,1744.0,0.0
3753000030,20140527.0,399950.0,3.0,3.0,1296.0,1051.0,3.0,0.0,0.0,3.0,8.0,1296.0,0.0,2009.0,0.0,98125.0,47.7175,-122.284,1520.0,1939.0,12.0,0.0
9407001320,20140522.0,295000.0,4.0,2.0,980.0,10640.0,1.0,0.0,0.0,5.0,7.0,980.0,0.0,1978.0,0.0,98045.0,47.4462,-121.773,1230.0,9750.0,4911.0,0.0
8159300040,20141002.0,510000.0,4.0,2.75,2730.0,9112.0,1.0,0.0,2.0,3.0,9.0,1740.0,990.0,1996.0,0.0,98198.0,47.4005,-122.312,3050.0,10454.0,215.0,0.0
3353401070,20140625.0,260000.0,5.0,2.5,2025.0,7760.0,2.0,0.0,0.0,3.0,7.0,2025.0,0.0,2007.0,0.0,98001.0,47.2671,-122.256,1664.0,9000.0,632.0,0.0
42000245,20140613.0,171000.0,4.0,2.0,1520.0,19672.0,1.0,0.0,0.0,3.0,6.0,1020.0,500.0,1920.0,0.0,98188.0,47.4683,-122.281,1810.0,7840.0,146.0,2.0
3279000460,20140926.0,196500.0,3.0,2.0,1310.0,7000.0,1.0,0.0,0.0,4.0,7.0,1310.0,0.0,1979.0,0.0,98023.0,47.303,-122.383,1390.0,7500.0,485.0,0.0
4217401055,20140502.0,1400000.0,4.0,2.5,2920.0,4000.0,1.5,0.0,0.0,5.0,8.0,1910.0,1010.0,1909.0,0.0,98105.0,47.6578,-122.28,2470.0,4000.0,271.0,7.0
6815100370,20141030.0,845000.0,4.0,3.0,2390.0,4000.0,1.5,0.0,0.0,5.0,8.0,1460.0,930.0,1931.0,0.0,98103.0,47.6857,-122.331,1670.0,4000.0,127.0,8.0
1125069102,20150427.0,1250000.0,4.0,3.0,3310.0,217800.0,1.5,0.0,0.0,3.0,9.0,3310.0,0.0,1989.0,0.0,98053.0,47.6616,-121.999,2810.0,217800.0,3470.0,0.0
1471620240,20140516.0,275000.0,3.0,2.5,1480.0,15639.0,2.0,0.0,0.0,3.0,8.0,1480.0,0.0,1987.0,0.0,98045.0,47.4723,-121.746,1480.0,16454.0,2048.0,0.0
3583300135,20140513.0,460000.0,3.0,2.25,2350.0,10450.0,1.0,0.0,0.0,3.0,8.0,1390.0,960.0,1977.0,0.0,98028.0,47.7433,-122.259,2250.0,10450.0,827.0,0.0
2337000150,20150220.0,230000.0,3.0,1.5,1900.0,9630.0,1.0,0.0,0.0,3.0,8.0,1900.0,0.0,1967.0,0.0,98023.0,47.3352,-122.344,2010.0,9630.0,501.0,1.0
5318100200,20140527.0,1100000.0,3.0,2.75,2640.0,4050.0,1.5,0.0,0.0,5.0,8.0,1750.0,890.0,1926.0,0.0,98112.0,47.6332,-122.281,1920.0,3600.0,64.0,1.0
7202260300,20140709.0,610000.0,3.0,2.5,2630.0,5827.0,2.0,0.0,0.0,3.0,8.0,2630.0,0.0,2001.0,0.0,98053.0,47.688,-122.038,2330.0,4715.0,314.0,0.0
2321059093,20140805.0,506000.0,3.0,2.5,2100.0,213008.0,1.0,0.0,0.0,3.0,8.0,2100.0,0.0,1990.0,0.0,98092.0,47.2984,-122.144,1330.0,214315.0,2876.0,0.0
626059317,20141120.0,375000.0,3.0,1.75,1430.0,10574.0,2.0,0.0,0.0,3.0,7.0,1430.0,0.0,1981.0,0.0,98011.0,47.7668,-122.218,1900.0,10450.0,959.0,3.0
2922701085,20150327.0,543000.0,2.0,1.0,1070.0,4700.0,1.0,0.0,0.0,5.0,7.0,1070.0,0.0,1910.0,0.0,98117.0,47.6887,-122.368,1370.0,4700.0,248.0,4.0
8712100020,20150127.0,600000.0,2.0,1.0,1290.0,4636.0,1.0,0.0,0.0,3.0,7.0,1290.0,0.0,1924.0,0.0,98112.0,47.6393,-122.301,1940.0,4635.0,133.0,3.0
2296700050,20141010.0,475000.0,4.0,3.0,2410.0,8284.0,1.0,0.0,0.0,5.0,7.0,1210.0,1200.0,1969.0,0.0,98034.0,47.7202,-122.22,2050.0,7940.0,92.0,1.0
7861500150,20141202.0,389900.0,3.0,2.5,2160.0,59241.0,1.0,0.0,0.0,3.0,7.0,2160.0,0.0,2007.0,0.0,98042.0,47.3304,-122.13,2290.0,125017.0,3063.0,0.0
259500230,20141218.0,465750.0,3.0,2.5,2670.0,4534.0,2.0,0.0,0.0,3.0,9.0,2670.0,0.0,2007.0,0.0,98056.0,47.51,-122.184,3040.0,5079.0,163.0,0.0
5151600285,20140507.0,314500.0,3.0,1.75,1870.0,12381.0,1.0,0.0,0.0,4.0,8.0,1870.0,0.0,1957.0,0.0,98003.0,47.3358,-122.32,1950.0,12667.0,844.0,1.0
6848200221,20140902.0,635000.0,3.0,3.5,1730.0,1349.0,3.0,0.0,0.0,3.0,9.0,1350.0,380.0,2009.0,0.0,98102.0,47.6224,-122.326,1830.0,3300.0,79.0,38.0
5149800040,20140918.0,255000.0,4.0,2.0,2560.0,12155.0,1.0,0.0,0.0,4.0,7.0,1350.0,1210.0,1960.0,0.0,98003.0,47.3326,-122.323,1790.0,11906.0,457.0,1.0
8827900690,20150421.0,600000.0,3.0,2.0,1460.0,2800.0,1.0,0.0,0.0,4.0,7.0,730.0,730.0,1921.0,0.0,98105.0,47.67,-122.295,1780.0,4560.0,162.0,3.0
2862100205,20140930.0,469950.0,5.0,2.0,1220.0,4200.0,1.0,0.0,0.0,4.0,6.0,1090.0,130.0,1921.0,0.0,98105.0,47.6677,-122.321,1790.0,4200.0,345.0,39.0
6450301530,20141016.0,381800.0,4.0,2.0,1530.0,5250.0,1.0,0.0,0.0,3.0,7.0,1110.0,420.0,1981.0,0.0,98133.0,47.7336,-122.339,1100.0,5250.0,112.0,3.0
526069024,20140512.0,950000.0,5.0,3.0,4530.0,258746.0,1.5,0.0,0.0,4.0,9.0,3200.0,1330.0,2003.0,0.0,98077.0,47.7702,-122.066,3430.0,83199.0,1723.0,0.0
1422700040,20150514.0,183000.0,3.0,1.0,1170.0,7320.0,1.0,0.0,0.0,3.0,7.0,1170.0,0.0,1962.0,0.0,98188.0,47.4685,-122.282,2040.0,7320.0,194.0,2.0
7625702277,20150331.0,406000.0,2.0,2.0,1110.0,1095.0,3.0,0.0,0.0,3.0,7.0,980.0,130.0,2008.0,0.0,98136.0,47.5494,-122.388,1110.0,1083.0,121.0,4.0
3419600125,20140701.0,245000.0,3.0,2.0,1190.0,4072.0,1.5,0.0,0.0,5.0,6.0,1190.0,0.0,1907.0,0.0,98118.0,47.5276,-122.274,1680.0,5850.0,422.0,6.0
5561301150,20141111.0,632000.0,5.0,3.0,3520.0,36558.0,2.0,0.0,0.0,4.0,8.0,2100.0,1420.0,1985.0,0.0,98027.0,47.4658,-122.007,3000.0,36558.0,4167.0,0.0
2817910220,20141216.0,465000.0,4.0,2.5,2820.0,39413.0,2.0,0.0,0.0,4.0,9.0,2820.0,0.0,1989.0,0.0,98092.0,47.3064,-122.1,2910.0,39413.0,5772.0,0.0
6744700900,20150429.0,795000.0,4.0,2.5,2570.0,13450.0,1.0,0.0,4.0,3.0,8.0,1510.0,1060.0,1948.0,0.0,98155.0,47.7429,-122.285,3470.0,12615.0,239.0,1.0
6141100038,20140602.0,440150.0,2.0,1.0,1110.0,6800.0,1.0,0.0,0.0,5.0,7.0,1000.0,110.0,1947.0,0.0,98133.0,47.7184,-122.355,1410.0,6963.0,56.0,4.0
4279200060,20141230.0,420000.0,4.0,2.5,2110.0,9825.0,2.0,0.0,0.0,3.0,8.0,2110.0,0.0,2000.0,0.0,98059.0,47.4979,-122.153,1650.0,9900.0,748.0,0.0
3904901670,20140620.0,455000.0,3.0,2.25,1470.0,4653.0,2.0,0.0,0.0,4.0,7.0,1470.0,0.0,1985.0,0.0,98029.0,47.5667,-122.018,1560.0,4119.0,676.0,0.0
9564800145,20140506.0,175000.0,3.0,1.0,1010.0,7034.0,1.0,0.0,0.0,3.0,7.0,1010.0,0.0,1954.0,0.0,98055.0,47.49,-122.22,1440.0,10994.0,176.0,1.0
1441000350,20140915.0,440000.0,4.0,3.5,3180.0,4869.0,2.0,0.0,0.0,3.0,8.0,2390.0,790.0,2007.0,0.0,98055.0,47.4482,-122.206,2850.0,4500.0,536.0,0.0
7950302150,20150410.0,385000.0,1.0,1.0,660.0,3570.0,1.0,0.0,0.0,3.0,6.0,660.0,0.0,1906.0,0.0,98118.0,47.5659,-122.284,1520.0,4080.0,188.0,16.0
1840300100,20140918.0,309950.0,2.0,1.5,1510.0,9843.0,1.0,0.0,0.0,4.0,7.0,1510.0,0.0,1961.0,0.0,98188.0,47.4419,-122.27,1590.0,9368.0,681.0,1.0
7625700012,20141202.0,370000.0,3.0,2.75,1250.0,1655.0,2.0,0.0,0.0,3.0,7.0,830.0,420.0,2006.0,0.0,98136.0,47.5554,-122.382,1520.0,3001.0,36.0,13.0
8802400906,20140829.0,244000.0,3.0,1.75,1540.0,8885.0,1.0,0.0,0.0,4.0,7.0,1440.0,100.0,1980.0,0.0,98031.0,47.4031,-122.201,1540.0,12734.0,305.0,0.0
7312400080,20140714.0,550000.0,3.0,1.75,1680.0,4800.0,1.0,0.0,0.0,4.0,7.0,1400.0,280.0,1960.0,0.0,98126.0,47.5535,-122.377,1540.0,5000.0,166.0,3.0
7549800168,20140527.0,457500.0,3.0,1.75,1840.0,4030.0,1.0,0.0,0.0,5.0,7.0,1050.0,790.0,1925.0,0.0,98108.0,47.5549,-122.311,1840.0,5040.0,260.0,17.0
6802200110,20141029.0,231200.0,3.0,2.0,1400.0,8821.0,1.0,0.0,0.0,3.0,7.0,1400.0,0.0,1991.0,0.0,98022.0,47.1949,-121.989,1450.0,8721.0,614.0,3.0
1788300020,20140708.0,183500.0,3.0,1.0,1040.0,8892.0,1.0,0.0,0.0,4.0,6.0,800.0,240.0,1958.0,0.0,98023.0,47.3273,-122.349,820.0,9000.0,158.0,1.0
1556200205,20141118.0,774900.0,5.0,1.0,1750.0,3861.0,1.5,0.0,0.0,3.0,7.0,1750.0,0.0,1903.0,0.0,98122.0,47.6075,-122.295,1700.0,4255.0,123.0,9.0
1223089050,20140506.0,280000.0,3.0,1.75,1630.0,11800.0,1.0,0.0,0.0,4.0,7.0,1630.0,0.0,1971.0,0.0,98045.0,47.4863,-121.73,2090.0,57428.0,644.0,0.0
3124059006,20140508.0,1250000.0,4.0,3.25,3820.0,24166.0,2.0,0.0,1.0,4.0,11.0,3310.0,510.0,1990.0,0.0,98040.0,47.5263,-122.227,2900.0,18786.0,129.0,0.0
3127200021,20140616.0,850000.0,4.0,3.5,4140.0,7089.0,2.0,0.0,0.0,3.0,10.0,3160.0,980.0,2003.0,0.0,98034.0,47.7059,-122.2,2640.0,8896.0,639.0,0.0
4309710250,20140505.0,736500.0,4.0,2.5,3180.0,21904.0,2.0,0.0,3.0,3.0,9.0,3180.0,0.0,2000.0,0.0,98059.0,47.515,-122.117,3715.0,29170.0,2053.0,0.0
8682231330,20150504.0,519000.0,2.0,2.0,1560.0,4823.0,1.0,0.0,0.0,3.0,8.0,1560.0,0.0,2004.0,0.0,98053.0,47.7111,-122.032,1855.0,4989.0,1523.0,0.0
