id,date,price,bedrooms,bathrooms,floors,waterfront,view,condition,grade,yr_built,yr_renovated,zipcode,lat,long,dist_stop,ncult,age,since_renovated,m2_living,m2_lot,m2_above,m2_basement,m2_living15,m2_lot15
1498302783,20140519.0,333000.0,4.0,2.0,2.0,0.0,0.0,2.0,6.0,1906.0,0.0,98144.0,47.5848,-122.302,101.0,6.0,109.0,109.0,146.78674,724.6434,146.78674,0.0,110.55457,412.48932
1245003330,20140731.0,1260000.0,4.0,2.5,2.0,0.0,0.0,3.0,10.0,2008.0,0.0,98033.0,47.6844,-122.199,474.0,2.0,7.0,7.0,267.56064,836.405709,267.56064,0.0,245.26391999999998,754.9297779999999
3735901040,20140703.0,341000.0,3.0,1.0,1.5,0.0,0.0,3.0,6.0,1908.0,0.0,98115.0,47.6881,-122.32,272.0,8.0,107.0,107.0,129.13517,447.235042,129.13517,0.0,160.72219,370.68297
3735901600,20140606.0,435000.0,2.0,1.0,1.5,0.0,0.0,5.0,7.0,1926.0,0.0,98115.0,47.687,-122.32,227.0,9.0,89.0,89.0,117.05778,379.04424,117.05778,0.0,159.79316,379.04424
6613000375,20150317.0,1550000.0,4.0,3.5,2.0,0.0,0.0,5.0,9.0,1937.0,0.0,98105.0,47.6598,-122.273,162.0,6.0,78.0,78.0,302.86378,464.515,244.33489,58.52889,241.5478,464.515
2594200350,20150304.0,445000.0,2.0,1.0,1.0,0.0,1.0,4.0,7.0,1936.0,0.0,98136.0,47.5145,-122.39,174.0,3.0,79.0,79.0,84.54173,668.9016,77.10949,7.43224,157.9351,668.9016
8650300190,20140521.0,567000.0,3.0,2.5,2.0,0.0,0.0,3.0,9.0,1999.0,0.0,98034.0,47.7042,-122.236,1746.0,0.0,16.0,16.0,235.97362,566.057979,235.97362,0.0,235.97362,550.3573719999999
4054550010,20150413.0,1640000.0,5.0,4.0,2.0,0.0,0.0,3.0,11.0,1994.0,0.0,98077.0,47.7243,-122.052,2888.0,0.0,21.0,21.0,444.07634,10966.920441,444.07634,0.0,375.32812,2950.59928
2644900149,20141218.0,364000.0,2.0,1.5,1.0,0.0,0.0,3.0,7.0,1978.0,0.0,98133.0,47.7772,-122.35700000000001,161.0,0.0,37.0,37.0,153.28995,679.213833,79.89658,73.39337,154.21898,674.011265
629650370,20150123.0,250000.0,3.0,2.5,2.0,0.0,0.0,3.0,7.0,2012.0,0.0,98001.0,47.2589,-122.256,930.0,0.0,3.0,3.0,162.58025,590.026953,162.58025,0.0,129.878394,565.965076
629811340,20150508.0,770000.0,4.0,3.0,2.0,0.0,0.0,3.0,9.0,1999.0,0.0,98074.0,47.6123,-122.007,2783.0,0.0,16.0,16.0,260.1284,847.9256809999999,260.1284,0.0,258.27034,758.552995
2976800360,20150223.0,335750.0,3.0,3.0,1.0,0.0,0.0,3.0,7.0,1955.0,0.0,98178.0,47.5045,-122.251,122.0,0.0,60.0,60.0,222.9672,674.47578,133.78032,89.18688,98.47718,668.9016
1720069075,20150508.0,530000.0,3.0,3.0,1.5,0.0,3.0,3.0,8.0,2004.0,0.0,98022.0,47.2215,-122.06700000000001,1902.0,0.0,11.0,11.0,227.61235,19627.245198,227.61235,0.0,213.6769,24479.197276
274000070,20150401.0,355000.0,5.0,2.75,1.0,0.0,0.0,5.0,7.0,1966.0,0.0,98030.0,47.3738,-122.214,262.0,2.0,49.0,49.0,235.04459,870.965625,142.14159,92.903,209.03175,761.8046
4070700300,20150504.0,898888.0,3.0,2.5,2.0,0.0,0.0,3.0,9.0,1996.0,0.0,98033.0,47.6731,-122.199,294.0,6.0,19.0,19.0,193.23824,346.435287,193.23824,0.0,193.23824,371.612
2473002500,20141112.0,475000.0,3.0,1.75,1.0,0.0,0.0,5.0,8.0,1968.0,0.0,98058.0,47.4474,-122.14399999999999,263.0,0.0,47.0,47.0,210.88981,1207.739,210.88981,0.0,226.68332,929.03
7518505910,20141119.0,528000.0,2.0,1.0,1.5,0.0,0.0,4.0,7.0,1925.0,0.0,98117.0,47.6805,-122.384,337.0,4.0,90.0,90.0,117.05778,473.8053,104.05136,13.00642,117.05778,473.8053
3110800030,20141028.0,230000.0,4.0,1.5,1.0,0.0,0.0,4.0,7.0,1969.0,0.0,98031.0,47.4151,-122.181,106.0,0.0,46.0,46.0,97.54814999999999,884.064948,97.54814999999999,0.0,129.13517,891.8688
3323059027,20140528.0,326000.0,3.0,2.75,1.0,0.0,0.0,4.0,7.0,1958.0,0.0,98058.0,47.4375,-122.176,1203.0,0.0,57.0,57.0,159.79316,2601.284,159.79316,0.0,185.806,3884.924751
3830210220,20140908.0,210000.0,3.0,1.0,1.0,0.0,0.0,3.0,6.0,1977.0,0.0,98030.0,47.3746,-122.18299999999999,233.0,0.0,38.0,38.0,111.4836,668.9016,111.4836,0.0,111.4836,689.34026
3996900555,20141017.0,395000.0,4.0,2.0,1.5,0.0,0.0,4.0,7.0,1948.0,0.0,98155.0,47.745,-122.302,847.0,1.0,67.0,67.0,165.36734,757.066547,165.36734,0.0,109.62554,757.066547
7853420450,20140519.0,575000.0,4.0,2.5,2.0,0.0,0.0,3.0,9.0,2013.0,0.0,98065.0,47.5185,-121.885,593.0,0.0,2.0,2.0,232.2575,459.405335,232.2575,0.0,256.41228,557.418
7853300770,20140609.0,410000.0,3.0,2.5,2.0,0.0,0.0,3.0,7.0,2006.0,0.0,98065.0,47.5384,-121.889,1328.0,0.0,9.0,9.0,182.08988,408.7732,182.08988,0.0,191.38018,408.7732
1529300435,20141120.0,440000.0,3.0,1.0,1.5,0.0,0.0,3.0,7.0,1903.0,1973.0,98103.0,47.698,-122.351,442.0,17.0,112.0,42.0,149.57383,510.9665,149.57383,0.0,111.4836,529.640003
1681400010,20140519.0,885000.0,4.0,2.75,1.5,0.0,0.0,3.0,8.0,1921.0,2007.0,98115.0,47.6737,-122.304,238.0,9.0,94.0,8.0,253.62519,330.73468,143.99965,109.62554,172.79958,330.73468
4123840050,20140630.0,397500.0,4.0,2.5,2.0,0.0,0.0,3.0,8.0,1992.0,0.0,98038.0,47.3736,-122.045,1566.0,2.0,23.0,23.0,238.76071,730.124677,238.76071,0.0,199.74145,676.705452
8856003525,20150323.0,183500.0,3.0,1.0,1.0,0.0,0.0,4.0,6.0,1975.0,0.0,98001.0,47.2699,-122.255,567.0,0.0,40.0,40.0,93.83203,698.63056,93.83203,0.0,127.27711,786.795507
7335400400,20150410.0,176250.0,4.0,2.0,1.0,0.0,0.0,4.0,7.0,1966.0,0.0,98002.0,47.3056,-122.21700000000001,272.0,6.0,49.0,49.0,133.78032,622.635906,133.78032,0.0,95.69009,622.635906
7526800040,20140827.0,716000.0,4.0,2.25,1.0,0.0,0.0,4.0,8.0,1975.0,0.0,98052.0,47.6388,-122.09899999999999,100.0,0.0,40.0,40.0,230.39944,908.59134,176.5157,53.88374,245.26391999999998,908.59134
6064800730,20150129.0,330950.0,3.0,2.5,2.0,0.0,0.0,3.0,7.0,2003.0,0.0,98118.0,47.5413,-122.288,424.0,6.0,12.0,12.0,151.43189,264.216132,151.43189,0.0,149.57383,239.87554599999999
1395500020,20141107.0,279900.0,3.0,1.0,1.0,0.0,0.0,3.0,6.0,1962.0,0.0,98034.0,47.718999999999994,-122.20200000000001,53.0,2.0,53.0,53.0,130.0642,1003.3524,130.0642,0.0,132.85129,929.03
5727500102,20150426.0,195000.0,3.0,1.0,1.5,0.0,0.0,3.0,7.0,1949.0,0.0,98155.0,47.7512,-122.329,450.0,0.0,66.0,66.0,118.91584,647.2552009999999,118.91584,0.0,118.91584,673.082235
5710500010,20140610.0,490000.0,3.0,2.0,2.0,0.0,0.0,3.0,9.0,1980.0,0.0,98027.0,47.5304,-122.055,1328.0,0.0,35.0,35.0,206.24466,954.578325,152.36092,53.88374,213.6769,926.707425
2826049106,20140715.0,490000.0,3.0,2.5,2.0,0.0,0.0,3.0,8.0,2005.0,0.0,98125.0,47.7191,-122.309,134.0,4.0,10.0,10.0,179.30279,675.033198,179.30279,0.0,179.30279,675.033198
3972900160,20150403.0,190000.0,4.0,2.0,1.0,0.0,0.0,3.0,7.0,1977.0,0.0,98155.0,47.7659,-122.31,338.0,1.0,38.0,38.0,146.78674,580.64375,79.89658,66.89016,146.78674,580.64375
2212700180,20150319.0,260000.0,3.0,1.75,1.0,0.0,0.0,4.0,8.0,1967.0,0.0,98092.0,47.342,-122.195,2036.0,0.0,48.0,48.0,135.63838,929.03,135.63838,0.0,179.30279,1316.900025
1442880080,20140701.0,499990.0,4.0,2.75,2.0,0.0,0.0,3.0,8.0,2013.0,0.0,98045.0,47.4826,-121.771,1579.0,1.0,2.0,2.0,270.34773,588.447602,270.34773,0.0,259.19937,590.119856
6163900501,20141021.0,418000.0,3.0,1.75,1.0,0.0,0.0,3.0,7.0,1959.0,0.0,98155.0,47.7629,-122.315,202.0,2.0,56.0,56.0,142.14159,672.431914,142.14159,0.0,146.78674,672.431914
8001400300,20150316.0,310000.0,4.0,2.5,2.0,0.0,0.0,3.0,8.0,1988.0,0.0,98001.0,47.3208,-122.273,1372.0,0.0,27.0,27.0,197.88339,837.334739,197.88339,0.0,218.32205,834.454746
1245001220,20141016.0,749000.0,4.0,2.0,1.0,0.0,2.0,3.0,7.0,1959.0,0.0,98033.0,47.6891,-122.208,149.0,1.0,56.0,56.0,189.52212,1100.90055,94.76106,94.76106,189.52212,790.047112
9214400396,20150227.0,435000.0,2.0,1.0,1.0,0.0,0.0,3.0,7.0,1947.0,0.0,98115.0,47.6802,-122.29799999999999,397.0,5.0,68.0,68.0,91.97397,524.251629,80.82561,11.14836,118.91584,529.5471
5104511730,20150409.0,549950.0,4.0,2.5,2.0,0.0,0.0,3.0,8.0,2004.0,0.0,98038.0,47.3526,-122.012,782.0,0.0,11.0,11.0,351.17334,631.7404,351.17334,0.0,338.16692,680.607378
3797000745,20150209.0,500000.0,3.0,1.0,1.5,0.0,0.0,3.0,7.0,1905.0,1985.0,98103.0,47.6857,-122.348,335.0,26.0,110.0,30.0,127.27711,325.1605,127.27711,0.0,147.71577,418.0635
2413300810,20140923.0,291000.0,4.0,2.25,1.0,0.0,0.0,4.0,8.0,1979.0,0.0,98003.0,47.3275,-122.329,128.0,1.0,36.0,36.0,175.58667,707.549248,117.05778,58.52889,175.58667,689.34026
3629700020,20150415.0,646800.0,3.0,3.0,2.5,0.0,0.0,3.0,8.0,2014.0,0.0,98027.0,47.5446,-122.01700000000001,255.0,0.0,1.0,1.0,207.17369,130.714521,171.87055,35.30314,207.17369,130.714521
148000450,20140530.0,399000.0,2.0,1.0,1.0,0.0,0.0,4.0,6.0,1911.0,1955.0,98116.0,47.5756,-122.414,55.0,4.0,104.0,60.0,87.32882,445.9344,87.32882,0.0,91.04494,548.1277
3262300818,20150227.0,1865000.0,4.0,3.75,2.0,0.0,0.0,3.0,11.0,2006.0,0.0,98039.0,47.6351,-122.236,198.0,0.0,9.0,9.0,352.10237,817.267691,305.65087,46.4515,247.12198,1128.77145
2767602141,20140905.0,525000.0,3.0,1.5,1.0,0.0,0.0,3.0,7.0,1955.0,0.0,98107.0,47.674,-122.37899999999999,308.0,23.0,60.0,60.0,128.20614,398.55387,100.33524,27.8709,140.28353,362.3217
1326059085,20140721.0,450000.0,3.0,2.25,1.5,0.0,0.0,3.0,8.0,1977.0,0.0,98072.0,47.7403,-122.11200000000001,2362.0,0.0,38.0,38.0,193.23824,10359.892239,156.07704,37.1612,226.68332,9955.206771
2976800749,20141031.0,150000.0,4.0,2.0,1.0,0.0,0.0,3.0,6.0,1959.0,0.0,98178.0,47.5056,-122.25399999999999,53.0,0.0,56.0,56.0,135.63838,673.918362,135.63838,0.0,135.63838,672.246108
8016300030,20141103.0,555000.0,5.0,2.5,1.0,0.0,0.0,3.0,8.0,1966.0,0.0,98008.0,47.5968,-122.12700000000001,653.0,0.0,49.0,49.0,194.16727,809.370936,131.92226,62.24501,231.32847,809.370936
9215400105,20150428.0,450000.0,3.0,1.75,1.0,0.0,0.0,4.0,7.0,1953.0,0.0,98115.0,47.6796,-122.301,358.0,5.0,62.0,62.0,116.12875,553.980589,116.12875,0.0,90.11591,473.8053
3758900150,20140826.0,425000.0,2.0,1.0,1.5,0.0,0.0,3.0,6.0,1921.0,0.0,98033.0,47.6996,-122.20299999999999,745.0,0.0,94.0,94.0,132.85129,1235.6099,114.27069,18.5806,181.16085,1061.045163
982850060,20140603.0,400000.0,3.0,2.25,2.0,0.0,0.0,3.0,7.0,2009.0,0.0,98028.0,47.761,-122.23200000000001,607.0,1.0,6.0,6.0,134.70935,437.201518,134.70935,0.0,138.42547,433.578301
5536100020,20141215.0,987000.0,3.0,2.0,1.0,0.0,0.0,3.0,8.0,1951.0,0.0,98004.0,47.6227,-122.20700000000001,12.0,2.0,64.0,64.0,200.67048,1466.752564,200.67048,0.0,209.96078,909.241661
7575500150,20140924.0,207200.0,4.0,2.0,1.0,0.0,0.0,3.0,6.0,1991.0,0.0,98022.0,47.1946,-122.0,561.0,1.0,24.0,24.0,117.05778,780.3851999999999,117.05778,0.0,104.05136,780.3851999999999
2325400170,20150211.0,391000.0,4.0,2.25,2.0,0.0,0.0,3.0,7.0,2006.0,0.0,98059.0,47.4861,-122.161,340.0,0.0,9.0,9.0,203.45757,357.67655,203.45757,0.0,203.45757,369.75394
7632400400,20150320.0,1050000.0,3.0,3.5,1.0,0.0,3.0,4.0,8.0,1941.0,0.0,98166.0,47.458,-122.368,774.0,0.0,74.0,74.0,296.36057,2785.417746,244.33489,52.02568,241.5478,1846.725834
3448000344,20141112.0,599950.0,5.0,3.0,1.0,0.0,0.0,5.0,8.0,1967.0,0.0,98125.0,47.7176,-122.302,189.0,9.0,48.0,48.0,241.5478,1270.355622,120.7739,120.7739,199.74145,724.6434
3325069129,20141216.0,525000.0,3.0,2.25,2.0,0.0,0.0,3.0,10.0,1979.0,0.0,98074.0,47.6154,-122.04700000000001,1116.0,0.0,36.0,36.0,195.09629999999999,3763.50053,122.63195999999999,72.46433999999999,221.10914,3107.60535
9558040820,20140709.0,570000.0,6.0,3.75,2.0,0.0,2.0,3.0,10.0,2004.0,0.0,98058.0,47.453,-122.118,785.0,0.0,11.0,11.0,371.612,558.811545,286.14124,85.47076,295.43154,529.5471
4046600120,20140828.0,475000.0,3.0,1.75,2.0,0.0,0.0,3.0,7.0,1978.0,0.0,98014.0,47.695,-121.915,983.0,0.0,37.0,37.0,173.72861,2337.160771,173.72861,0.0,173.72861,1429.870073
8835210130,20140808.0,300000.0,2.0,1.5,2.0,0.0,0.0,3.0,7.0,1982.0,0.0,98034.0,47.7248,-122.162,216.0,0.0,33.0,33.0,106.83845,364.830081,106.83845,0.0,130.0642,318.192775
2402100055,20140716.0,670000.0,4.0,3.0,1.5,0.0,0.0,4.0,7.0,1926.0,0.0,98103.0,47.6895,-122.331,292.0,2.0,89.0,89.0,232.2575,464.515,135.63838,96.61912,159.79316,418.0635
9268850130,20140627.0,288790.0,4.0,2.0,3.0,0.0,0.0,3.0,7.0,2008.0,0.0,98027.0,47.5401,-122.02600000000001,578.0,1.0,7.0,7.0,125.41905,87.51462599999999,125.41905,0.0,129.13517,87.51462599999999
424049039,20140707.0,570000.0,3.0,2.0,1.0,0.0,3.0,4.0,7.0,1924.0,0.0,98144.0,47.5945,-122.291,198.0,4.0,91.0,91.0,152.36092,260.871624,76.18046,76.18046,210.88981,494.987184
23520380,20140909.0,539000.0,3.0,1.75,1.0,0.0,0.0,4.0,7.0,1978.0,0.0,98052.0,47.6989,-122.12,560.0,0.0,37.0,37.0,166.29637,916.02358,130.99323,35.30314,169.08346,887.688165
9550200370,20140520.0,700000.0,4.0,1.0,1.5,0.0,0.0,3.0,7.0,1921.0,0.0,98103.0,47.6663,-122.33200000000001,193.0,12.0,94.0,94.0,156.07704,373.562963,156.07704,0.0,158.86413,373.562963
3335000050,20140714.0,397000.0,2.0,1.75,1.0,0.0,0.0,3.0,7.0,1996.0,0.0,98118.0,47.5565,-122.275,430.0,15.0,19.0,19.0,149.57383,381.273912,88.25785,61.315979999999996,140.28353,490.899452
9264911150,20150423.0,310000.0,3.0,1.75,1.0,0.0,0.0,3.0,8.0,1979.0,0.0,98023.0,47.3074,-122.34100000000001,828.0,0.0,36.0,36.0,197.88339,663.32742,146.78674,51.09665,202.52854,734.491118
2206700280,20141208.0,390000.0,3.0,1.5,1.0,0.0,0.0,4.0,7.0,1956.0,0.0,98006.0,47.5643,-122.13799999999999,157.0,0.0,59.0,59.0,92.903,1299.805873,92.903,0.0,141.21256,1065.132895
6169901085,20140807.0,1445000.0,4.0,2.5,3.0,0.0,3.0,4.0,9.0,1997.0,0.0,98119.0,47.632,-122.369,134.0,4.0,18.0,18.0,297.2896,334.4508,241.5478,55.7418,231.32847,379.04424
3828000405,20150116.0,176500.0,3.0,1.0,1.5,0.0,0.0,4.0,5.0,1910.0,0.0,98032.0,47.3745,-122.23100000000001,127.0,4.0,105.0,105.0,86.39979,919.7397,86.39979,0.0,86.39979,668.9016
2597520720,20141103.0,720000.0,5.0,2.5,2.0,0.0,0.0,3.0,9.0,1989.0,0.0,98006.0,47.5442,-122.13799999999999,230.0,0.0,26.0,26.0,269.4187,884.901075,269.4187,0.0,270.34773,1101.272162
764000155,20141107.0,415000.0,4.0,1.5,1.5,0.0,0.0,5.0,9.0,1940.0,0.0,98022.0,47.1996,-122.00299999999999,130.0,1.0,75.0,75.0,250.8381,1371.24828,250.8381,0.0,155.14801,668.9016
3342103369,20140707.0,481000.0,4.0,2.5,2.0,0.0,0.0,3.0,8.0,2002.0,0.0,98056.0,47.5174,-122.194,172.0,0.0,13.0,13.0,212.376258,768.214907,212.376258,0.0,196.02533,437.66603299999997
2028700265,20150115.0,505000.0,2.0,1.75,1.0,0.0,0.0,2.0,7.0,1929.0,0.0,98117.0,47.678999999999995,-122.368,173.0,4.0,86.0,86.0,121.70293,354.517848,103.12233,18.5806,140.28353,354.517848
9161100795,20150506.0,476900.0,3.0,1.0,1.5,0.0,0.0,4.0,6.0,1910.0,0.0,98116.0,47.5675,-122.396,298.0,2.0,105.0,105.0,115.19972,534.935474,89.18688,26.01284,135.63838,534.19225
6204200180,20140709.0,443000.0,3.0,2.25,2.0,0.0,0.0,4.0,7.0,1989.0,0.0,98011.0,47.735,-122.20100000000001,553.0,0.0,26.0,26.0,178.37376,763.941369,178.37376,0.0,180.23182,675.776422
6145600900,20150513.0,325000.0,2.0,2.5,2.0,0.0,0.0,3.0,8.0,2008.0,0.0,98133.0,47.7041,-122.351,128.0,6.0,7.0,7.0,108.69651,152.175114,108.69651,0.0,125.41905,130.714521
8732130680,20141027.0,210000.0,3.0,2.25,1.0,0.0,0.0,4.0,7.0,1978.0,0.0,98023.0,47.306000000000004,-122.37899999999999,294.0,0.0,37.0,37.0,198.81242,908.1268249999999,136.56741,62.24501,190.45115,801.288375
255450020,20140918.0,367899.0,3.0,2.5,2.0,0.0,0.0,3.0,8.0,2014.0,0.0,98038.0,47.371,-122.01799999999999,574.0,0.0,1.0,1.0,224.82526,438.966675,224.82526,0.0,220.18010999999998,390.19259999999997
7922900030,20141003.0,851000.0,3.0,2.75,1.0,0.0,4.0,4.0,8.0,1971.0,0.0,98008.0,47.5868,-122.116,290.0,0.0,44.0,44.0,247.12198,961.54605,123.56099,123.56099,261.98646,933.024829
1951600240,20141208.0,185000.0,3.0,1.0,1.5,0.0,0.0,4.0,7.0,1959.0,0.0,98032.0,47.37,-122.29700000000001,669.0,0.0,56.0,56.0,115.19972,854.521794,115.19972,0.0,108.69651,833.33991
2591800530,20141027.0,315000.0,4.0,2.25,2.0,0.0,0.0,3.0,8.0,1981.0,0.0,98058.0,47.4362,-122.165,1208.0,0.0,34.0,34.0,174.65764,851.270189,174.65764,0.0,176.5157,741.36594
9834200390,20150512.0,670000.0,3.0,1.5,1.5,0.0,0.0,5.0,7.0,1914.0,0.0,98144.0,47.5746,-122.289,323.0,3.0,101.0,101.0,113.34166,379.04424,113.34166,0.0,122.63195999999999,379.04424
9264920620,20141209.0,330000.0,4.0,2.25,2.0,0.0,0.0,3.0,8.0,1983.0,0.0,98023.0,47.3126,-122.346,366.0,0.0,32.0,32.0,226.68332,752.328494,226.68332,0.0,196.02533,734.955633
7215730090,20140609.0,700000.0,4.0,3.0,2.0,0.0,0.0,3.0,9.0,2000.0,0.0,98075.0,47.5972,-122.01799999999999,1717.0,0.0,15.0,15.0,292.64445,722.599534,292.64445,0.0,275.92191,603.8695
7760400470,20150414.0,278000.0,3.0,2.0,1.0,0.0,0.0,3.0,7.0,1994.0,0.0,98042.0,47.3718,-122.073,1527.0,0.0,21.0,21.0,114.27069,723.621467,114.27069,0.0,136.56741,805.46901
5700001640,20140508.0,1039000.0,4.0,1.0,2.0,0.0,0.0,5.0,8.0,1910.0,0.0,98144.0,47.5807,-122.291,212.0,4.0,105.0,105.0,316.79923,464.515,203.45757,113.34166,236.90265,464.515
4237900645,20141010.0,475000.0,2.0,1.75,1.0,0.0,1.0,3.0,7.0,1955.0,0.0,98199.0,47.6639,-122.399,324.0,6.0,60.0,60.0,122.63195999999999,317.72826,100.33524,22.29672,192.30921,557.418
458000235,20150325.0,525000.0,4.0,2.0,1.0,0.0,0.0,4.0,7.0,1946.0,0.0,98117.0,47.6886,-122.375,228.0,4.0,69.0,69.0,143.07062,347.45722,71.53531,71.53531,101.26427,471.94724
253600150,20140826.0,380000.0,2.0,2.5,2.0,0.0,0.0,3.0,7.0,2000.0,0.0,98028.0,47.776,-122.23899999999999,1901.0,1.0,15.0,15.0,172.79958,325.532112,172.79958,0.0,172.79958,394.466138
2874600335,20140530.0,560000.0,3.0,1.5,1.0,0.0,0.0,3.0,8.0,1953.0,0.0,98177.0,47.7061,-122.368,531.0,0.0,62.0,62.0,185.806,682.83705,185.806,0.0,175.58667,646.60488
2722059275,20150512.0,536000.0,3.0,2.75,2.0,0.0,3.0,4.0,7.0,1984.0,0.0,98042.0,47.3691,-122.163,252.0,0.0,31.0,31.0,212.74787,3209.6128439999998,212.74787,0.0,37.068297,25576.102996999998
6840701225,20141003.0,592500.0,4.0,1.5,1.5,0.0,0.0,3.0,7.0,1925.0,0.0,98122.0,47.606,-122.29899999999999,228.0,8.0,90.0,90.0,193.23824,408.7732,193.23824,0.0,156.07704,408.7732
3832300090,20140709.0,215000.0,3.0,1.0,1.0,0.0,0.0,4.0,7.0,1967.0,0.0,98032.0,47.3724,-122.277,280.0,0.0,48.0,48.0,111.4836,676.33384,111.4836,0.0,111.4836,780.3851999999999
6303401150,20140924.0,125000.0,2.0,1.0,1.0,0.0,0.0,4.0,5.0,1942.0,0.0,98146.0,47.5033,-122.35799999999999,298.0,1.0,73.0,73.0,75.25143,778.712946,75.25143,0.0,96.61912,778.712946
4403200255,20140722.0,796000.0,4.0,3.5,2.0,0.0,0.0,3.0,9.0,2005.0,0.0,98177.0,47.7022,-122.374,46.0,3.0,10.0,10.0,340.95401,460.79888,266.63161,74.3224,141.21256,588.540505
9273200115,20141217.0,1250000.0,4.0,2.75,1.0,0.0,4.0,4.0,8.0,1947.0,0.0,98116.0,47.5914,-122.385,218.0,2.0,68.0,68.0,382.76036,1161.2875,191.38018,191.38018,341.88304,464.515
