"bedrooms","bathrooms","floors","waterfront","view","condition","grade","lat","long","dist_stop","ncult","age","since_renovated","m2_living","m2_lot","m2_above","m2_basement","m2_living15","m2_lot15","price_log","zipcode98002","zipcode98003","zipcode98004","zipcode98005","zipcode98006","zipcode98007","zipcode98008","zipcode98010","zipcode98011","zipcode98014","zipcode98019","zipcode98022","zipcode98023","zipcode98024","zipcode98027","zipcode98028","zipcode98029","zipcode98030","zipcode98031","zipcode98032","zipcode98033","zipcode98034","zipcode98038","zipcode98039","zipcode98040","zipcode98042","zipcode98045","zipcode98052","zipcode98053","zipcode98055","zipcode98056","zipcode98058","zipcode98059","zipcode98065","zipcode98070","zipcode98072","zipcode98074","zipcode98075","zipcode98077","zipcode98092","zipcode98102","zipcode98103","zipcode98105","zipcode98106","zipcode98107","zipcode98108","zipcode98109","zipcode98112","zipcode98115","zipcode98116","zipcode98117","zipcode98118","zipcode98119","zipcode98122","zipcode98125","zipcode98126","zipcode98133","zipcode98136","zipcode98144","zipcode98146","zipcode98148","zipcode98155","zipcode98166","zipcode98168","zipcode98177","zipcode98178","zipcode98188","zipcode98198","zipcode98199"
3,1.75,1,0,0,3,8,47.7601,-122.167,261,3,34,34,154.21898,891.8688,128.20614,26.01284,188.59309,882.5785,12.9480099902596,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,3.5,2,0,0,3,10,47.6423,-122.394,109,3,14,14,295.43154,429.955084,224.82526,70.60628,191.38018,431.06992,14.027633605995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,1.75,1.5,0,0,4,7,47.3468,-122.11,1254,0,43,43,171.87055,6070.28202,171.87055,0,162.58025,3804.006238,12.2307652581205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,2,2,0,0,2,6,47.5848,-122.302,101,6,109,109,146.78674,724.6434,146.78674,0,110.55457,412.48932,12.7158977689626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4,2.5,2,0,0,3,10,47.6844,-122.199,474,2,7,7,267.56064,836.405709,267.56064,0,245.26392,754.929778,14.0466222789277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,1.5,0,0,3,6,47.6881,-122.32,272,8,107,107,129.13517,447.235042,129.13517,0,160.72219,370.68297,12.7396377562657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,1.5,0,0,5,7,47.687,-122.32,227,9,89,89,117.05778,379.04424,117.05778,0,159.79316,379.04424,12.9831013100708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,3.5,2,0,0,5,9,47.6598,-122.273,162,6,78,78,302.86378,464.515,244.33489,58.52889,241.5478,464.515,14.2537654888954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,1,0,1,4,7,47.5145,-122.39,174,3,79,79,84.54173,668.9016,77.10949,7.43224,157.9351,668.9016,13.0058295611484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3,2.5,2,0,0,3,9,47.7042,-122.236,1746,0,16,16,235.97362,566.057979,235.97362,0,235.97362,550.357372,13.2481145827099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,4,2,0,0,3,11,47.7243,-122.052,2888,0,21,21,444.07634,10966.920441,444.07634,0,375.32812,2950.59928,14.3102067998004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1.5,1,0,0,3,7,47.7772,-122.357,161,0,37,37,153.28995,679.213833,79.89658,73.39337,154.21898,674.011265,12.8049091466189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3,2.5,2,0,0,3,7,47.2589,-122.256,930,0,3,3,162.58025,590.026953,162.58025,0,129.878394,565.965076,12.4292161968444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,3,2,0,0,3,9,47.6123,-122.007,2783,0,16,16,260.1284,847.925681,260.1284,0,258.27034,758.552995,13.5541457938299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,1,0,0,3,7,47.5045,-122.251,122,0,60,60,222.9672,674.47578,133.78032,89.18688,98.47718,668.9016,12.7241221143855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3,3,1.5,0,3,3,8,47.2215,-122.067,1902,0,11,11,227.61235,19627.245198,227.61235,0,213.6769,24479.197276,13.1806322855283,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,2.75,1,0,0,5,7,47.3738,-122.214,262,2,49,49,235.04459,870.965625,142.14159,92.903,209.03175,761.8046,12.7798730684576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2.5,2,0,0,3,9,47.6731,-122.199,294,6,19,19,193.23824,346.435287,193.23824,0,193.23824,371.612,13.7089137228228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1.75,1,0,0,5,8,47.4474,-122.144,263,0,47,47,210.88981,1207.739,210.88981,0,226.68332,929.03,13.0710700830168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,1.5,0,0,4,7,47.6805,-122.384,337,4,90,90,117.05778,473.8053,104.05136,13.00642,117.05778,473.8053,13.1768515626884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,1.5,1,0,0,4,7,47.4151,-122.181,106,0,46,46,97.54815,884.064948,97.54815,0,129.13517,891.8688,12.3458345879053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2.75,1,0,0,4,7,47.4375,-122.176,1203,0,57,57,159.79316,2601.284,159.79316,0,185.806,3884.924751,12.6946526603488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,1,0,0,3,6,47.3746,-122.183,233,0,38,38,111.4836,668.9016,111.4836,0,111.4836,689.34026,12.2548628096996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,2,1.5,0,0,4,7,47.745,-122.302,847,1,67,67,165.36734,757.066547,165.36734,0,109.62554,757.066547,12.8866410438833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4,2.5,2,0,0,3,9,47.5185,-121.885,593,0,2,2,232.2575,459.405335,232.2575,0,256.41228,557.418,13.2621253197795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2.5,2,0,0,3,7,47.5384,-121.889,1328,0,9,9,182.08988,408.7732,182.08988,0,191.38018,408.7732,12.9239124386805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,1.5,0,0,3,7,47.698,-122.351,442,17,112,42,149.57383,510.9665,149.57383,0,111.4836,529.640003,12.9945300058944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,2.75,1.5,0,0,3,8,47.6737,-122.304,238,9,94,8,253.62519,330.73468,143.99965,109.62554,172.79958,330.73468,13.6933429239901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,2.5,2,0,0,3,8,47.3736,-122.045,1566,2,23,23,238.76071,730.124677,238.76071,0,199.74145,676.705452,12.8929502130765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,1,0,0,4,6,47.2699,-122.255,567,0,40,40,93.83203,698.63056,93.83203,0,127.27711,786.795507,12.1199699464768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,2,1,0,0,4,7,47.3056,-122.217,272,6,49,49,133.78032,622.635906,133.78032,0,95.69009,622.635906,12.0796587206745,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,2.25,1,0,0,4,8,47.6388,-122.099,100,0,40,40,230.39944,908.59134,176.5157,53.88374,245.26392,908.59134,13.4814354459428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2.5,2,0,0,3,7,47.5413,-122.288,424,6,12,12,151.43189,264.216132,151.43189,0,149.57383,239.875546,12.7097225855471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,1,0,0,3,6,47.719,-122.202,53,2,53,53,130.0642,1003.3524,130.0642,0,132.85129,929.03,12.5421876755035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,1.5,0,0,3,7,47.7512,-122.329,450,0,66,66,118.91584,647.255201,118.91584,0,118.91584,673.082235,12.1807548375459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3,2,2,0,0,3,9,47.5304,-122.055,1328,0,35,35,206.24466,954.578325,152.36092,53.88374,213.6769,926.707425,13.1021606700868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2.5,2,0,0,3,8,47.7191,-122.309,134,4,10,10,179.30279,675.033198,179.30279,0,179.30279,675.033198,13.1021606700868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,2,1,0,0,3,7,47.7659,-122.31,338,1,38,38,146.78674,580.64375,79.89658,66.89016,146.78674,580.64375,12.1547793511426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3,1.75,1,0,0,4,8,47.342,-122.195,2036,0,48,48,135.63838,929.03,135.63838,0,179.30279,1316.900025,12.4684369099977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,2.75,2,0,0,3,8,47.4826,-121.771,1579,1,2,2,270.34773,588.447602,270.34773,0,259.19937,590.119856,13.1223433772043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1.75,1,0,0,3,7,47.7629,-122.315,202,2,56,56,142.14159,672.431914,142.14159,0,146.78674,672.431914,12.9432367115069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4,2.5,2,0,0,3,8,47.3208,-122.273,1372,0,27,27,197.88339,837.334739,197.88339,0,218.32205,834.454746,12.6443275764613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,2,1,0,2,3,7,47.6891,-122.208,149,1,56,56,189.52212,1100.90055,94.76106,94.76106,189.52212,790.047112,13.5264942624994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,1,0,0,3,7,47.6802,-122.298,397,5,68,68,91.97397,524.251629,80.82561,11.14836,118.91584,529.5471,12.9831013100708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,2.5,2,0,0,3,8,47.3526,-122.012,782,0,11,11,351.17334,631.7404,351.17334,0,338.16692,680.607378,13.2175826439853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
